application/1d-interleaved-parityfec;;
application/3gpdash-qoe-report+xml;;
application/3gpp-ims+xml;;
application/held+xml;heldxml;
application/http;;
application/hyperstudio;stk;
application/ibe-key-request+xml;;
application/ibe-pkg-reply+xml;;
application/ibe-pp-data;;
application/iges;iges,igs;
application/im-iscomposing+xml;;
application/index;;
application/index.cmd;;
application/index.obj;;
application/index.response;;
application/index.vnd;;
application/inkml+xml;inkml+xml,ink,inkml;
application/iotp;;
application/ipfix;ipfix;
application/ipp;;
application/isup;;
application/its+xml;its;
application/javascript;js,jsm;8bit
application/jf2feed+json;json;
application/jose;;
application/jose+json;;
application/jrd+json;jrd;
application/jscalendar+json;;
application/json;json,map;8bit
application/json-patch+json;json-patch;
application/json-seq;;
application/jwk+json;;
application/jwk-set+json;;
application/jwt;;
application/kpml-request+xml;;
application/kpml-response+xml;;
application/ld+json;jsonld;
application/lgr+xml;lgr;
application/link-format;wlnk;
application/load-control+xml;xml;
application/lost+xml;lostxml;
application/lostsync+xml;lostsyncxml;
application/lpf+zip;;
application/lxf;lxf;
application/mac-binhex40;hqx;8bit
application/macwriteii;;
application/mads+xml;mads;
application/marc;mrc;
application/marcxml+xml;mrcx;
application/mathematica;nb,ma,mb,nbp;
application/mathematica-old;;
application/mathml+xml;mathml,mml;
application/mathml-content+xml;;
application/mathml-presentation+xml;;
application/mbms-associated-procedure-description+xml;;
application/mbms-deregister+xml;;
application/mbms-envelope+xml;;
application/mbms-msk+xml;;
application/mbms-msk-response+xml;;
application/mbms-protection-description+xml;;
application/mbms-reception-report+xml;;
application/mbms-register+xml;;
application/mbms-register-response+xml;;
application/mbms-schedule+xml;;
application/mbms-user-service-description+xml;;
application/mbox;mbox;
application/media-policy-dataset+xml;mpf,xml;
application/media_control+xml;;
application/mediaservercontrol+xml;mscml;
application/merge-patch+json;;
application/metalink4+xml;meta4;
application/mets+xml;mets;
application/mf4;mf4;
application/mikey;;
application/mipc;;
application/mmt-aei+xml;maei;
application/mmt-usd+xml;musd;
application/mods+xml;mods;
application/moss-keys;;
application/moss-signature;;
application/mosskey-data;;
application/mosskey-request;;
application/mp21;mp21,m21;
application/mp4;mpg4,mp4,mp4s,m4p;
application/mpeg4-generic;;
application/mpeg4-iod;mpg4,mp4;
application/mpeg4-iod-xmt;mpg4,mp4;
application/mrb-consumer+xml;xdf;
application/mrb-publish+xml;xdf;
application/msc-ivr+xml;;
application/msc-mixer+xml;;
application/msword;doc,dot,w6w,wiz,word;
application/mud+json;;
application/multipart-core;;
application/mxf;mxf;
application/n-quads;nq;
application/n-triples;nt;
application/nasdata;;
application/news-checkgroups;;
application/news-groupinfo;;
application/news-transmission;;
application/nlsml+xml;;
application/node;js,cjs;
application/nss;;
application/ocsp-request;ORQ;
application/ocsp-response;ORS;
application/octet-stream;lrf,mar,bpk,dump,deploy,lhx,saveme,buffer;base64
application/oda;oda;
application/odm+xml;xml;
application/odx;odx;
application/oebps-package+xml;opf;
application/ogg;ogx;
application/opc-nodeset+xml;;
application/oscore;;
application/oxps;oxps,xps;
application/p2p-overlay+xml;relo;
application/parityfec;;
application/passport;;
application/patch-ops-error+xml;xer;
application/pdf;pdf;base64
application/pdx;pdx;
application/pem-certificate-chain;pem;
application/pgp-encrypted;pgp,gpg,asc;7bit
application/pgp-keys;asc,key,skr,pkr,pgp,gpg;7bit
application/pgp-signature;asc,sig,pgp,gpg;base64
application/pidf+xml;;
application/pidf-diff+xml;xml;
application/pkcs10;p10;
application/pkcs12;p12,pfx;
application/pkcs7-mime;p7m,p7c;
application/pkcs7-signature;p7s;
application/pkcs8;p8;
application/pkcs8-encrypted;p8e;
application/pkix-attr-cert;ac;
application/pkix-cert;CER,crt;
application/pkix-crl;CRL;
application/pkix-pkipath;pkipath;
application/pkixcmp;PKI;
application/pls+xml;pls;
application/poc-settings+xml;;
application/postscript;ps-z,ps,ai,eps,epsi,epsf,eps2,eps3;base64
application/ppsp-tracker+json;;
application/problem+json;;
application/problem+xml;;
application/provenance+xml;provx;
application/prs.alvestrand.titrax-sheet;;
application/prs.cww;cw,cww;
application/prs.cyn;;
application/prs.hpub+zip;HPUB;
application/prs.nprend;rnd,rct;
application/prs.plucker;;
application/prs.rdf-xml-crypt;rdf-crypt;
application/prs.xsf+xml;xsf,xml;
application/pskc+xml;pskcxml;
application/pvd+json;;
application/qsig;;
application/raptorfec;;
application/rdap+json;;
application/rdf+xml;rdf,rdfs,owl;8bit
application/reginfo+xml;rif,xml;
application/relax-ng-compact-syntax;rnc;
application/remote-printing;;
application/reputon+json;;
application/resource-lists+xml;rl;
application/resource-lists-diff+xml;rld;
application/rfc+xml;xml,rfcxml;
application/riscos;;
application/rlmi+xml;;
application/rls-services+xml;rs;
application/route-apd+xml;rapd;
application/route-s-tsid+xml;sls;
application/route-usd+xml;rusd;
application/rpki-ghostbusters;gbr;
application/rpki-manifest;mft;
application/rpki-publication;;
application/rpki-roa;roa;
application/rpki-updown;;
application/rtf;rtf,rtx;8bit
application/rtploopback;;
application/rtx;;
application/samlassertion+xml;;
application/samlmetadata+xml;;
application/sarif+json;sarif,json;
application/sbe;;
application/sbml+xml;sbml;
application/scaip+xml;;
application/scim+json;scim,scm;
application/scvp-cv-request;SCQ;
application/scvp-cv-response;SCS;
application/scvp-vp-request;SPQ;
application/scvp-vp-response;SPP;
application/sdp;sdp;
application/secevent+jwt;;
application/senml+cbor;senmlc;
application/senml+json;senml;
application/senml+xml;senmlx;
application/senml-etch+cbor;senml-etchc;
application/senml-etch+json;senml-etchj;
application/senml-exi;senmle;
application/sensml+cbor;sensmlc;
application/sensml+json;sensml;
application/sensml+xml;sensmlx;
application/sensml-exi;sensmle;
application/sep+xml;;
application/sep-exi;;
application/session-info;;
application/set-payment;;
application/set-payment-initiation;setpay;
application/set-registration;;
application/set-registration-initiation;setreg;
application/sgml;;
application/sgml-open-catalog;soc;
application/shf+xml;shf;
application/sieve;siv,sieve;
application/simple-filter+xml;cl,xml;
application/simple-message-summary;;
application/simplesymbolcontainer;;
application/sipc;;
application/slate;;
application/smil;smil,smi,sml;8bit
application/smil+xml;smi,smil,sml,kino;
application/smpte336m;;
application/soap+fastinfoset;;
application/soap+xml;;
application/sparql-query;rq;
application/sparql-results+xml;srx;
application/spirits-event+xml;;
application/sql;sql;
application/srgs;gram;
application/srgs+xml;grxml;
application/sru+xml;sru;
application/ssml+xml;ssml;
application/stix+json;stix;
application/swid+xml;swidtag;
application/tamp-apex-update;tau;
application/tamp-apex-update-confirm;auc;
application/tamp-community-update;tcu;
application/tamp-community-update-confirm;cuc;
application/tamp-error;ter;
application/tamp-sequence-adjust;tsa;
application/tamp-sequence-adjust-confirm;sac;
application/tamp-status-query;tsq;
application/tamp-status-response;tsr;
application/tamp-update;tur;
application/tamp-update-confirm;tuc;
application/taxii+json;;
application/td+json;jsontd;
application/tei+xml;tei,teicorpus;
application/tetra_isi;;
application/thraud+xml;tfi;
application/timestamp-query;;
application/timestamp-reply;;
application/timestamped-data;tsd;
application/tlsrpt+gzip;gz;
application/tlsrpt+json;json;
application/tnauthlist;;
application/trickle-ice-sdpfrag;;
application/trig;trig;
application/ttml+xml;ttml;
application/tve-trigger;;
application/tzif;;
application/tzif-leap;;
application/ulpfec;;
application/urc-grpsheet+xml;gsheet;
application/urc-ressheet+xml;rsheet;
application/urc-targetdesc+xml;td;
application/urc-uisocketdesc+xml;uis;
application/vcard+json;;
application/vcard+xml;xml;
application/vemmi;;
application/vividence.scriptfile;vsf,vtd,vd;
application/vnd.1000minds.decision-model+xml;1km;
application/vnd.3gpp-prose+xml;;
application/vnd.3gpp-prose-pc3ch+xml;;
application/vnd.3gpp-v2x-local-service-information;;
application/vnd.3gpp.5gnas;;
application/vnd.3gpp.access-transfer-events+xml;;
application/vnd.3gpp.bsf+xml;;
application/vnd.3gpp.gmop+xml;;
application/vnd.3gpp.gtpc;;
application/vnd.3gpp.interworking-data;;
application/vnd.3gpp.lpp;;
application/vnd.3gpp.mc-signalling-ear;;
application/vnd.3gpp.mcdata-affiliation-command+xml;;
application/vnd.3gpp.mcdata-info+xml;;
application/vnd.3gpp.mcdata-payload;;
application/vnd.3gpp.mcdata-service-config+xml;;
application/vnd.3gpp.mcdata-signalling;;
application/vnd.3gpp.mcdata-ue-config+xml;;
application/vnd.3gpp.mcdata-user-profile+xml;;
application/vnd.3gpp.mcptt-affiliation-command+xml;;
application/vnd.3gpp.mcptt-floor-request+xml;;
application/vnd.3gpp.mcptt-info+xml;;
application/vnd.3gpp.mcptt-location-info+xml;;
application/vnd.3gpp.mcptt-mbms-usage-info+xml;;
application/vnd.3gpp.mcptt-service-config+xml;;
application/vnd.3gpp.mcptt-signed+xml;;
application/vnd.3gpp.mcptt-ue-config+xml;;
application/vnd.3gpp.mcptt-ue-init-config+xml;;
application/vnd.3gpp.mcptt-user-profile+xml;;
application/vnd.3gpp.mcvideo-affiliation-command+xml;;
application/vnd.3gpp.mcvideo-affiliation-info+xml;;
application/vnd.3gpp.mcvideo-info+xml;;
application/vnd.3gpp.mcvideo-location-info+xml;;
application/vnd.3gpp.mcvideo-mbms-usage-info+xml;;
application/vnd.3gpp.mcvideo-service-config+xml;;
application/vnd.3gpp.mcvideo-transmission-request+xml;;
application/vnd.3gpp.mcvideo-ue-config+xml;;
application/vnd.3gpp.mcvideo-user-profile+xml;;
application/vnd.3gpp.mid-call+xml;;
application/vnd.3gpp.ngap;;
application/vnd.3gpp.pfcp;;
application/vnd.3gpp.pic-bw-large;plb;
application/vnd.3gpp.pic-bw-small;psb;
application/vnd.3gpp.pic-bw-var;pvb;
application/vnd.3gpp.s1ap;;
application/vnd.3gpp.sms;sms;
application/vnd.3gpp.sms+xml;;
application/vnd.3gpp.srvcc-ext+xml;;
application/vnd.3gpp.srvcc-info+xml;;
application/vnd.3gpp.state-and-event-info+xml;;
application/vnd.3gpp.ussd+xml;;
application/vnd.3gpp2.bcmcsinfo+xml;;
application/vnd.3gpp2.sms;sms;
application/vnd.3gpp2.tcap;tcap;
application/vnd.3lightssoftware.imagescal;imgcal;
application/vnd.3m.post-it-notes;pwn;
application/vnd.accpac.simply.aso;aso;
application/vnd.accpac.simply.imp;imp;
application/vnd.acucobol;acu;
application/vnd.acucorp;atc,acutc;7bit
application/vnd.adobe.air-application-installer-package+zip;air;
application/vnd.adobe.flash.movie;swf,spl;
application/vnd.adobe.formscentral.fcdt;fcdt;
application/vnd.adobe.fxp;fxp,fxpl;
application/vnd.adobe.partial-upload;;
application/vnd.adobe.xdp+xml;xdp;
application/vnd.adobe.xfdf;xfdf;
application/vnd.aether.imp;;
application/vnd.afpc.afplinedata;;
application/vnd.afpc.afplinedata-pagedef;;
application/vnd.afpc.cmoca-cmresource;;
application/vnd.afpc.foca-charset;;
application/vnd.afpc.foca-codedfont;;
application/vnd.afpc.foca-codepage;;
application/vnd.afpc.modca;list3820,listafp,afp,pseg3820;
application/vnd.afpc.modca-cmtable;;
application/vnd.afpc.modca-formdef;;
application/vnd.afpc.modca-mediummap;;
application/vnd.afpc.modca-objectcontainer;;
application/vnd.afpc.modca-overlay;ovl;
application/vnd.afpc.modca-pagesegment;psg;
application/vnd.ah-barcode;;
application/vnd.ahead.space;ahead;
application/vnd.airzip.filesecure.azf;azf;
application/vnd.airzip.filesecure.azs;azs;
application/vnd.amadeus+json;json;
application/vnd.amazon.ebook;azw;
application/vnd.amazon.mobi8-ebook;azw3;
application/vnd.americandynamics.acc;acc;
application/vnd.amiga.ami;ami;
application/vnd.amiga.amu;ami;
application/vnd.amundsen.maze+xml;xml;
application/vnd.android.ota;ota;
application/vnd.android.package-archive;apk;
application/vnd.anki;apkg;
application/vnd.anser-web-certificate-issue-initiation;cii;
application/vnd.anser-web-funds-transfer-initiation;fti;
application/vnd.antix.game-component;atx;
application/vnd.apache.thrift.binary;;
application/vnd.apache.thrift.compact;;
application/vnd.apache.thrift.json;;
application/vnd.api+json;json;
application/vnd.aplextor.warrp+json;json;
application/vnd.apothekende.reservation+json;json;
application/vnd.apple.installer+xml;dist,distz,pkg,mpkg;
application/vnd.apple.keynote;key;
application/vnd.apple.mpegurl;m3u8,m3u;
application/vnd.apple.numbers;numbers;
application/vnd.apple.pages;pages;
application/vnd.arastra.swi;swi;
application/vnd.aristanetworks.swi;swi;
application/vnd.artisan+json;artisan;
application/vnd.artsquare;;
application/vnd.astraea-software.iota;iota;
application/vnd.audiograph;aep;
application/vnd.autopackage;package;
application/vnd.avalon+json;json;
application/vnd.avistar+xml;xml;
application/vnd.balsamiq.bmml+xml;bmml;
application/vnd.balsamiq.bmpr;bmpr;
application/vnd.banana-accounting;ac2;
application/vnd.bbf.usp.error;;
application/vnd.bbf.usp.msg;;
application/vnd.bbf.usp.msg+json;;
application/vnd.bekitzur-stech+json;json;
application/vnd.bint.med-content;;
application/vnd.biopax.rdf+xml;owl,rdf;
application/vnd.blink-idb-value-wrapper;;
application/vnd.blueice.multipass;mpm;
application/vnd.bluetooth.ep.oob;EP;
application/vnd.bluetooth.le.oob;LE;
application/vnd.bmi;BMI;
application/vnd.bpf;;
application/vnd.bpf3;;
application/vnd.businessobjects;rep;
application/vnd.byu.uapi+json;json;
application/vnd.cab-jscript;;
application/vnd.canon-cpdl;;
application/vnd.canon-lips;;
application/vnd.capasystems-pg+json;json;
application/vnd.cendio.thinlinc.clientconf;tlclient;
application/vnd.century-systems.tcp_stream;;
application/vnd.chemdraw+xml;cdxml;
application/vnd.chess-pgn;pgn;
application/vnd.chipnuts.karaoke-mmd;mmd;
application/vnd.ciedi;;
application/vnd.cinderella;cdy;
application/vnd.cirpack.isdn-ext;;
application/vnd.citationstyles.style+xml;csl;
application/vnd.claymore;cla;
application/vnd.cloanto.rp9;rp9;
application/vnd.clonk.c4group;c4g,c4d,c4f,c4p,c4u;
application/vnd.cluetrust.cartomobile-config;c11amc;
application/vnd.cluetrust.cartomobile-config-pkg;c11amz;
application/vnd.coffeescript;coffee;
application/vnd.collabio.xodocuments.document;xodt;
application/vnd.collabio.xodocuments.document-template;xott;
application/vnd.collabio.xodocuments.presentation;xodp;
application/vnd.collabio.xodocuments.presentation-template;xotp;
application/vnd.collabio.xodocuments.spreadsheet;xods;
application/vnd.collabio.xodocuments.spreadsheet-template;xots;
application/vnd.collection+json;json;
application/vnd.collection.doc+json;json;
application/vnd.collection.next+json;json;
application/vnd.comicbook+zip;cbz;
application/vnd.comicbook-rar;cbr;
application/vnd.commerce-battelle;ica,icf,icd,icc,ic1;
application/vnd.commonspace;csp,cst;
application/vnd.comsocaller;;
application/vnd.contact.cmsg;cdbcmsg;
application/vnd.corel-draw;cdr;
application/vnd.coreos.ignition+json;ign,ignition;
application/vnd.cosmocaller;cmc;
application/vnd.crick.clicker;clkx;
application/vnd.crick.clicker.keyboard;clkk;
application/vnd.crick.clicker.palette;clkp;
application/vnd.crick.clicker.template;clkt;
application/vnd.crick.clicker.wordbank;clkw;
application/vnd.criticaltools.wbs+xml;wbs;
application/vnd.cryptii.pipe+json;json;
application/vnd.crypto-shade-file;ssv,ssvc;
application/vnd.cryptomator.encrypted;c9r,c9s;
application/vnd.cryptomator.vault;cryptomator;
application/vnd.ctc-posml;pml;
application/vnd.ctct.ws+xml;;
application/vnd.cups-pdf;;
application/vnd.cups-postscript;;
application/vnd.cups-ppd;ppd,gz;
application/vnd.cups-raster;;
application/vnd.cups-raw;;
application/vnd.curl;curl;
application/vnd.curl.car;car;
application/vnd.curl.pcurl;pcurl;
application/vnd.cyan.dean.root+xml;xml;
application/vnd.cybank;;
application/vnd.cyclonedx+json;json;
application/vnd.cyclonedx+xml;xml;
application/vnd.d2l.coursepackage1p0+zip;;
application/vnd.d3m-dataset;json;
application/vnd.d3m-problem;json;
application/vnd.dart;dart;
application/vnd.data-vision.rdz;rdz;
application/vnd.datapackage+json;json;
application/vnd.dataresource+json;json;
application/vnd.dbf;dbf;
application/vnd.debian.binary-package;deb,udeb;
application/vnd.dece.data;uvf,uvvf,uvd,uvvd;
application/vnd.dece.ttml+xml;uvt,uvvt;
application/vnd.dece.unspecified;uvx,uvvx;
application/vnd.dece.zip;uvz,uvvz;
application/vnd.denovo.fcselayout-link;fe_launch;
application/vnd.desmume.movie;dsm;
application/vnd.dir-bi.plate-dl-nosuffix;;
application/vnd.dm.delegation+xml;;
application/vnd.dna;dna;
application/vnd.document+json;docjson;
application/vnd.dolby.mlp;mlp;
application/vnd.dolby.mobile.1;;
application/vnd.dolby.mobile.2;;
application/vnd.doremir.scorecloud-binary-document;scld;
application/vnd.dpgraph;dpg,mwc,dpgraph;
application/vnd.dreamfactory;dfac;
application/vnd.drive+json;json;
application/vnd.ds-keypoint;kpxx;
application/vnd.dtg.local;;
application/vnd.dtg.local.flash;fla;
application/vnd.dtg.local.html;;
application/vnd.dvb.ait;AIT;
application/vnd.dvb.dvbisl+xml;;
application/vnd.dvb.dvbj;class;
application/vnd.dvb.esgcontainer;;
application/vnd.dvb.ipdcdftnotifaccess;;
application/vnd.dvb.ipdcesgaccess;;
application/vnd.dvb.ipdcesgaccess2;;
application/vnd.dvb.ipdcesgpdd;;
application/vnd.dvb.ipdcroaming;;
application/vnd.dvb.iptv.alfec-base;;
application/vnd.dvb.iptv.alfec-enhancement;;
application/vnd.dvb.notif-aggregate-root+xml;;
application/vnd.dvb.notif-container+xml;;
application/vnd.dvb.notif-generic+xml;;
application/vnd.dvb.notif-ia-msglist+xml;;
application/vnd.dvb.notif-ia-registration-request+xml;;
application/vnd.dvb.notif-ia-registration-response+xml;;
application/vnd.dvb.notif-init+xml;;
application/vnd.dvb.pfr;pfr;
application/vnd.dvb.service;svc;
application/vnd.dxr;dxr;
application/vnd.dynageo;geo;
application/vnd.dzr;dzr;
application/vnd.easykaraoke.cdgdownload;zip;
application/vnd.ecdis-update;;
application/vnd.ecip.rlp;;
application/vnd.ecowin.chart;mag;
application/vnd.ecowin.filerequest;;
application/vnd.ecowin.fileupdate;;
application/vnd.ecowin.series;;
application/vnd.ecowin.seriesrequest;;
application/vnd.ecowin.seriesupdate;;
application/vnd.efi.img;img;
application/vnd.efi.iso;iso;
application/vnd.emclient.accessrequest+xml;;
application/vnd.emusic-emusic_package;emp;
application/vnd.enliven;nml;
application/vnd.enphase.envoy;;
application/vnd.eprints.data+xml;xml;
application/vnd.epson.esf;esf;
application/vnd.epson.msf;msf;
application/vnd.epson.quickanime;qam;
application/vnd.epson.salt;slt;
application/vnd.epson.ssf;ssf;
application/vnd.ericsson.quickcall;qcall,qca;
application/vnd.espass-espass+zip;espass;
application/vnd.eszigno3+xml;es3,et3;
application/vnd.etsi.aoc+xml;;
application/vnd.etsi.asic-e+zip;asice,sce;
application/vnd.etsi.asic-s+zip;asics,scs;
application/vnd.etsi.cug+xml;;
application/vnd.etsi.iptvcommand+xml;;
application/vnd.etsi.iptvdiscovery+xml;;
application/vnd.etsi.iptvprofile+xml;;
application/vnd.etsi.iptvsad-bc+xml;;
application/vnd.etsi.iptvsad-cod+xml;;
application/vnd.etsi.iptvsad-npvr+xml;;
application/vnd.etsi.iptvservice+xml;;
application/vnd.etsi.iptvsync+xml;;
application/vnd.etsi.iptvueprofile+xml;;
application/vnd.etsi.mcid+xml;;
application/vnd.etsi.mheg5;;
application/vnd.etsi.overload-control-policy-dataset+xml;;
application/vnd.etsi.pstn+xml;xml;
application/vnd.etsi.sci+xml;;
application/vnd.etsi.simservs+xml;;
application/vnd.etsi.timestamp-token;tst;
application/vnd.etsi.tsl+xml;;
application/vnd.etsi.tsl.der;;
application/vnd.eudora.data;;
application/vnd.evolv.ecig.profile;ecigprofile;
application/vnd.evolv.ecig.settings;ecig;
application/vnd.evolv.ecig.theme;ecigtheme;
application/vnd.exstream-empower+zip;mpw;
application/vnd.exstream-package;pub,pkg;
application/vnd.ezpix-album;ez2;
application/vnd.ezpix-package;ez3;
application/vnd.f-secure.mobile;;
application/vnd.fastcopy-disk-image;dim;
application/vnd.fdf;fdf;
application/vnd.fdsn.mseed;msd,mseed,seed,dataless;
application/vnd.fdsn.seed;seed,dataless;
application/vnd.ffsns;;
application/vnd.ficlab.flb+zip;flb;
application/vnd.filmit.zfc;zfc;
application/vnd.fints;hbci,hbc,kom,upa,pkd,bpd;
application/vnd.firemonkeys.cloudcell;;
application/vnd.flographit;gph;
application/vnd.fluxtime.clip;FTC;
application/vnd.font-fontforge-sfd;sfd;
application/vnd.framemaker;fm,frame,maker,book;
application/vnd.frogans.fnc;FNC;
application/vnd.frogans.ltf;LTF;
application/vnd.fsc.weblauch;fsc;7bit
application/vnd.fsc.weblaunch;fsc;
application/vnd.fujitsu.oasys;oas;
application/vnd.fujitsu.oasys2;oa2;
application/vnd.fujitsu.oasys3;oa3;
application/vnd.fujitsu.oasysgp;fg5;
application/vnd.fujitsu.oasysprs;bh2;
application/vnd.fujixerox.art-ex;;
application/vnd.fujixerox.art4;;
application/vnd.fujixerox.ddd;ddd;
application/vnd.fujixerox.docuworks;xdw;
application/vnd.fujixerox.docuworks.binder;xbd;
application/vnd.fujixerox.docuworks.container;xct;
application/vnd.fujixerox.hbpl;;
application/vnd.fut-misnet;;
application/vnd.futoin+cbor;;
application/vnd.futoin+json;;
application/vnd.fuzzysheet;fzs;
application/vnd.genomatix.tuxedo;txd;
application/vnd.gentics.grd+json;grd;
application/vnd.geo+json;json,geojson;
application/vnd.geocube+xml;g3;
application/vnd.geogebra.file;ggb;
application/vnd.geogebra.slides;ggs;
application/vnd.geogebra.tool;ggt;
application/vnd.geometry-explorer;gex,gre;
application/vnd.geonext;gxt;
application/vnd.geoplan;g2w;
application/vnd.geospace;g3w;
application/vnd.gerber;gbr;
application/vnd.globalplatform.card-content-mgt;;
application/vnd.globalplatform.card-content-mgt-response;;
application/vnd.gmx;gmx;
application/vnd.gmx - deprecated;;
application/vnd.google-earth.kml+xml;kml;8bit
application/vnd.google-earth.kmz;kmz;8bit
application/vnd.gov.sk.e-form+xml;xml;
application/vnd.gov.sk.e-form+zip;zip;
application/vnd.gov.sk.xmldatacontainer+xml;xml;
application/vnd.grafeq;gqf,gqs;
application/vnd.gridmp;;
application/vnd.groove-account;gac;
application/vnd.groove-help;ghf;
application/vnd.groove-identity-message;gim;
application/vnd.groove-injector;grv;
application/vnd.groove-tool-message;gtm;
application/vnd.groove-tool-template;tpl;
application/vnd.groove-vcard;vcg;
application/vnd.hal+json;json;
application/vnd.hal+xml;hal;
application/vnd.handheld-entertainment+xml;ZMM;
application/vnd.hbci;hbci,hbc,kom,upa,pkd,bpd;
application/vnd.hc+json;json;
application/vnd.hcl-bireports;rep;
application/vnd.hdt;hdt;
application/vnd.heroku+json;json;
application/vnd.hhe.lesson-player;les;
application/vnd.hp-hpgl;plt,hpgl,hgl,hpg;
application/vnd.hp-hpid;hpi,hpid;
application/vnd.hp-hps;hps;
application/vnd.hp-jlyt;jlt;
application/vnd.hp-pcl;pcl;
application/vnd.hp-pclxl;pclxl;
application/vnd.httphone;;
application/vnd.hydrostatix.sof-data;sfd-hdstx;
application/vnd.hyper+json;json;
application/vnd.hyper-item+json;json;
application/vnd.hyperdrive+json;json;
application/vnd.hzn-3d-crossword;x3d;
application/vnd.ibm.afplinedata;;
application/vnd.ibm.electronic-media;emm;
application/vnd.ibm.minipay;mpy;
application/vnd.ibm.modcap;list3820,listafp,afp,pseg3820;
application/vnd.ibm.rights-management;irm;
application/vnd.ibm.secure-container;sc;
application/vnd.iccprofile;icc,icm;
application/vnd.ieee.1905;1;
application/vnd.igloader;igl;
application/vnd.imagemeter.folder+zip;imf;
application/vnd.imagemeter.image+zip;imi;
application/vnd.immervision-ivp;ivp;
application/vnd.immervision-ivu;ivu;
application/vnd.ims.imsccv1p1;imscc;
application/vnd.ims.imsccv1p2;imscc;
application/vnd.ims.imsccv1p3;imscc;
application/vnd.ims.lis.v2.result+json;jsonld,json;
application/vnd.ims.lti.v2.toolconsumerprofile+json;jsonld,json;
application/vnd.ims.lti.v2.toolproxy+json;jsonld,json;
